supplier_id	supplier_name	contact_name	email	phone	country	rating	active	established_year	num_products_supplied
0d4cf431-f08d-465e-9d9b-7ceecdc7db88	Garrett-Howell	Mark Ward	robertray@example.com	001-823-686-0731x923	French Guiana	C	yes	1999	80
c2f0aebc-ba36-4f13-8bf1-47ee8ff4b5cb	Vaughan, Alvarez and Woods	James Fowler	david90@example.net	936-703-5516x54046	American Samoa	D	N	2013	98
326b2a7d-1937-4b14-8e63-aec062626a43	Butler, Pearson and Schultz	Adam Santiago	sherry81@example.net	001-621-456-1417x380	Saudi Arabia	C	no	2000	81
1fa61354-145d-4308-9b41-cda92494e057	Little, Boyd and Dougherty	Anne Taylor	jennifer71@example.com	(403)232-3743x119	Netherlands Antilles	D	yes	1990	63
76631fde-def6-47be-8355-d5583a10b80a	Sanchez-Owens	Robert Huffman	anitawilcox@example.net	001-202-611-4071	Netherlands	D	N	2002	63
dd6062f1-0c35-4d58-9073-089f2292a167	Montes, Smith and Jacobson	Heather Carpenter	brownallison@example.net	384.652.9287	Togo	B	No	2010	10
be9f574c-ee7b-4256-891a-d27f99563252	Mendoza, Bautista and Romero	John Rodriguez	justinramos@example.com	837.872.3884	Gambia	A	yes	1997	97
389630de-eaa0-4223-b5dc-fb6751d39b15	Navarro Inc	Brian Cook	vincentfields@example.org	8758841166	Albania	A	no	2009	93
aa331de1-a34a-461b-b80e-9c72a73e1cd8	Johnson-Taylor	Sharon Ferguson	yfields@example.org	(356)252-7274x34133	Austria	A	no	2022	57
2018342a-dbce-4da3-8d41-f1b43ad79e6e	Williams and Sons	Anthony Riley	anita02@example.net	470.894.9382x5852	Venezuela	C	Yes	2019	54
ed1e7a70-467f-43de-b6f5-5f20103f929d	Mendez, Bradley and Case	Travis Davis	erin87@example.org	(759)613-1952	Kiribati	C	yes	2012	96
04ce036a-7c7a-4a78-8190-8e65f18cbcda	Stuart-Lucero	Tiffany Sullivan	smyers@example.com	+1-227-543-1372x378	Solomon Islands	C	N	1998	15
dba52c84-6437-41ad-87bb-f355866873f7	Bennett LLC	Rebekah Thompson	david90@example.com	483.956.9806x99232	Bahrain	C	no	2022	51
b18704e1-6a6f-4512-9ef0-6fe69491a992	Lucas, Perez and Hayes	Amber Ingram	lunajeremy@example.org	(254)825-4969	Qatar	B	Yes	1994	13
12e88ba8-652f-4d1a-9b15-9dd75ec78d1a	Holt, Smith and Aguirre	Jared Morgan	kimkenneth@example.org	(773)373-0805	Maldives	A	no	2013	11
3edad17c-2125-4139-9a6b-5ee035dfdf41	Franco and Sons	Lindsey Vargas	smithnatalie@example.net	898-426-0199x769	Solomon Islands	B	yes	1997	49
5aad5f5f-4cd7-414b-a421-d2c3fc9ec746	Woods, Flores and Suarez	Susan Barker	matthew35@example.net	575.897.9508x8057	Angola	A	Yes	1992	84
241aac20-66e6-4102-b315-611df9fb5bf5	Johnson-James	Amanda Cummings	masoncynthia@example.com	761-663-1570x463	Saint Lucia	A	No	2002	89
af4a5280-e6f7-4daa-a28c-8f92308e02b5	Anderson-Carson	Ryan Rodriguez	xmcdonald@example.org	001-404-404-6448	Guyana	A	No	2016	6
95c9da2d-d591-463e-978a-0f28d407bce8	Lynch Group	Gail Love	cody57@example.net	(500)226-5926	Iraq	C	yes	2019	91
8d6f2f7d-0543-4769-8f6d-c763fe8a3af6	Rivera, Butler and Bennett	Kelsey Brady	leonard27@example.net	432.910.1588	Comoros	B	no	2009	44
c8fa2c8a-2d13-4b17-ba45-7454f67eb7f5	Jackson-Williams	Eugene Lane	littleandrea@example.com	001-982-486-6605x41867	Northern Mariana Islands	C	no	1998	46
95ec2d39-1bdc-489c-8b5d-6aed269eb0a0	Jones, Sullivan and Rodriguez	Jeffrey Hall	cgreen@example.org	454.322.2821x893	Zimbabwe	B	Y	2012	9
416acaaf-6bcf-438c-a3bc-62faf89072c8	Mccoy LLC	Jeffery Morris	burkeamy@example.net	+1-628-377-8623x6986	Nauru	A	no	1992	53
8bb0fd57-c738-45ca-bb0d-aa0b465d47f5	French Ltd	Jennifer Atkins	jasoncarroll@example.com	001-512-586-2704x6913	Pakistan	D	No	2005	57
a947c945-07eb-4b49-a09b-410428746a13	Jones LLC	Joanne Martinez	lisa37@example.net	(731)634-8829x0469	Burkina Faso	A	no	1997	25
1a73ed30-10ae-4e25-8506-69291e043d97	Robertson, Hall and Ball	Kathryn Curtis	scottjones@example.com	+1-408-408-5777x145	Equatorial Guinea	A	Yes	2009	69
49d3455c-0362-4e71-b08d-a9fcd4865c42	Fischer, Sanchez and Bennett	Mary Stewart	elizabethstevens@example.org	001-615-945-0224x33164	Fiji	B	Y	2009	48
5d2cb6a1-3cbe-4ed5-85bf-751db7aea8f4	Higgins-Aguilar	Robert Nolan	mirandagriffin@example.org	688-546-5215x42579	Nauru	B	Yes	2000	28
d11fd7b0-d968-4b39-ab12-e9814b66e847	Miranda-Franco	Steven Robinson	charlescooper@example.org	311-463-7698x097	Palau	B	No	2012	36
82c5b76c-c299-4658-ac46-372a7801f236	Chen LLC	Pamela Alvarado	theresa35@example.net	(820)864-3842x31964	Niue	B	Yes	1991	10
2189363d-a7b9-4c06-992f-387c06a16144	Peterson and Sons	Mark Stevenson	varellano@example.net	(339)701-5276	British Indian Ocean Territory (Chagos Archipelago)	C	no	1997	55
b201c384-c4c0-4cea-bed9-d8f7fd163c35	Gordon, Deleon and Hill	Amber Camacho	pstewart@example.org	001-550-762-4401x67824	Ghana	B	No	1996	49
57237469-1449-475f-b84a-30fed950896f	Ramsey, Anderson and Miller	Sean Sims	wiseamanda@example.com	928-677-4499	Grenada	C	Y	2014	97
2dbf6da7-4a7e-47f3-8535-5dca38ac1db7	Cook-Garza	Michael Cunningham	deborah23@example.org	+1-892-924-6949x366	Comoros	D	Yes	2016	59
ff3f9172-016c-47cc-8b39-adea9553357c	Cox-Mitchell	Jacob Poole	mariaowens@example.org	802-689-8233x00716	Algeria	B	no	1998	79
e4ef0f5c-b3ca-4d2a-96ff-21ad7a1e2b5e	Hart, Gordon and Turner	Ronnie Williams	jonesmiranda@example.com	529.702.3611x9788	Palau	A	Y	1998	82
d41c7bec-9352-4801-8bfc-f63beaef6da7	Hogan, King and Carroll	Joseph Long	briannaflores@example.com	+1-417-455-2325x1567	Greece	A	N	2021	41
505c1cb1-10e3-411a-b20b-d8e0ca40b497	Gross-Benson	Juan Bell	schmidtmelissa@example.net	(417)886-7426x3247	Bosnia and Herzegovina	C	No	2012	46
afa406ff-c8c4-4c6a-a8e2-d95362479827	Taylor-Holt	Mariah Ruiz	henry31@example.net	3562065008	Faroe Islands	D	N	2012	11
8fd5bce5-1547-4f7b-a037-adae6530c1d7	Rodriguez-Ortiz	Nicole Gomez	gfranklin@example.net	382-481-2722	Gabon	A	No	2019	97
a067e649-da41-4e02-b3ee-49a691f8f4fb	Wright, Smith and Shepard	Chris Burnett	kmendoza@example.org	(336)589-4957	Saint Martin	A	yes	2011	27
1c126ffa-866a-48b1-ad1e-9e21ef73258b	Miller Inc	James Cooper	mikayla91@example.org	(473)885-7711x9037	Ecuador	D	yes	2009	22
77f911fe-331e-4ba4-b1a6-b95eced83be3	Tyler and Sons	Christopher Williams	ochristensen@example.org	8583408304	Iran	D	yes	2020	56
0d474441-0807-4628-960a-b7999aeb9adf	Smith, Ross and Mejia	Andrea Brown	calvincole@example.com	815.350.7559x61834	Bulgaria	B	Y	2015	28
055c03d8-97c5-48a6-816f-78fb74d01dea	Dennis, Warner and Lester	Anna Castillo	corey37@example.net	(592)464-0691	Saint Helena	A	N	2000	18
3680485d-3043-4533-9364-fd4814f00527	Reyes, Moore and Rodriguez	James Obrien	kurtpatrick@example.org	673.540.5492x23940	Cyprus	C	yes	2020	33
a4c79c76-0a68-4cbb-bd60-8966d88942ed	Burke-Singh	Kara Martin	silvacrystal@example.org	2952364599	Antarctica (the territory South of 60 deg S)	B	No	1993	65
3940b704-f5f0-4d8c-b582-0b3d7ea8c61d	Ferguson, Bird and Rivera	Deanna Nielsen	christianvalencia@example.net	001-374-521-8405x76096	Marshall Islands	A	Yes	2005	85
682e57fb-9492-470b-b65c-71df4732f23e	Jackson LLC	Victoria Williams	brownjordan@example.net	+1-883-253-6587x586	Turks and Caicos Islands	A	yes	1992	22
5714e613-3bb1-494b-ba8d-9fa1e72817c6	Smith PLC	Kyle Santiago	aaronrodriguez@example.net	541.319.6833	United States Minor Outlying Islands	B	No	2016	17
b4501ecf-c91e-47c7-9c71-e7334a9c518a	Hall, Bailey and Anderson	Hunter Martinez	julia90@example.com	8316594193	Netherlands Antilles	D	N	2021	6
0ba45a99-5fe2-40e2-a9f6-6322af30d12d	Booker PLC	Craig Adkins	xmiranda@example.org	001-388-249-7405x433	Haiti	C	Y	2002	91
b71dfbef-e1d1-4a90-ad28-89f58c87246a	Evans-Simmons	Lauren Nichols	gomezrobert@example.net	499.223.8178	Lebanon	D	Y	1991	8
8f56d89a-c8bd-4c85-8063-0a19cc0dadcd	Bender Inc	Lori Armstrong	nharris@example.com	001-536-231-1053	Jersey	D	Yes	2007	5
a8a8c5a7-f29f-42d8-8ecb-9dcbc36a293f	Benjamin-Hoover	Tiffany Holder	xjarvis@example.org	(681)627-2142	Tajikistan	D	Y	2013	50
9718f5fd-49dd-42bb-8684-d3e39128dd98	Huang LLC	Amy Khan	steven18@example.com	593.506.4056x85459	Saint Kitts and Nevis	A	N	1995	57
aa290bd5-54c1-4fe8-9c1b-cc272b575929	Whitehead Group	Calvin Mathews	carol52@example.org	+1-503-704-8124x9880	Taiwan	D	N	2016	57
85ac5637-05db-4714-afa0-bcf7e61a17b9	Peterson, Ferguson and Miller	Heather Garrett	matthewdickerson@example.org	001-962-241-0210x852	Hong Kong	D	Y	2003	66
06de16d4-eb09-462d-9bab-9622e2f81325	Miller-Morales	Carla Myers MD	larrygibbs@example.com	(536)483-3055x55637	Paraguay	B	N	1998	68
6fbf151e-ec4f-4788-a05d-17bc58eb435b	Lewis LLC	Michelle Turner	madeline16@example.org	(430)225-2330	Romania	D	Yes	2021	49
a7a3f029-5fc5-468d-893e-da71241e7f56	Ramirez, Garrett and Barnes	Robert Welch	floreskristy@example.com	001-974-224-0760x49283	Jersey	A	Y	2020	90
ae9e424c-6d60-420f-ac5a-df557da5cf8e	Barnett-Hall	Bernard Alexander	michaelchambers@example.com	001-460-801-9499	Cocos (Keeling) Islands	B	No	2016	21
c5e1e32d-d06b-4a08-9701-329917cb57f7	Lee, Barrera and Smith	Travis West	jonathan54@example.net	540-889-1737x61294	Sao Tome and Principe	D	no	2008	32
88df6887-a9a7-4818-8e36-fd815a7f7ff2	Summers, Henry and Mcgrath	Christopher Shields	pollarddennis@example.com	465-916-7259x72817	Cocos (Keeling) Islands	A	Y	2000	87
012c6aa4-465d-4083-98d7-49ecea58c833	Brown and Sons	Danielle Thompson	sharon39@example.com	+1-308-604-6657x8108	Luxembourg	D	yes	1990	72
b0f8764d-1ce2-4c1e-b814-5794730d5b5e	Ramos-Lambert	Johnny Jimenez	pholloway@example.org	001-457-513-3149x0958	Sri Lanka	D	yes	2020	21
f4b8da86-433f-4865-ac95-0dab78b1bff6	Johnson-Kelly	Joseph Thomas	susanbrown@example.org	818-888-8675	United Arab Emirates	D	No	1992	47
197f08f2-a719-4c09-96df-e24856274f84	Waters-Mcintyre	David Johnson	hughesdarrell@example.net	001-700-233-0108x2824	Netherlands	D	yes	1995	6
d555f95b-31a1-4fc1-8d57-530771d47f5a	Spears Ltd	David Sanchez	dhayes@example.com	(543)569-7939x198	Angola	B	Y	2010	95
78385bd1-c30c-4e39-ad63-96b6149e9e81	Flynn PLC	Michelle Gaines	mathispamela@example.org	(707)434-6361x007	Andorra	A	yes	2004	88
7c6fcdf0-1969-46fe-a309-df4de781e858	Cooper-Davis	Kara Collier	paul98@example.com	+1-282-786-2200x54781	Guinea-Bissau	B	yes	2021	85
4f0463c6-43d4-4943-88c1-7bd612d8b7a8	Smith-Ryan	Michael Butler	mjohnston@example.org	958-391-9873x946	Greenland	C	No	1999	93
e7f05f25-d9b8-4ee4-b417-be1946e893be	Randolph-Smith	Colin Yang	christopherewing@example.com	+1-765-325-3943	Somalia	B	N	2013	60
36685dfc-9a12-45c6-b5b1-0558956df60f	Phillips-Mcclain	Judy Escobar	milespenny@example.com	205.338.7797x503	United States Virgin Islands	D	yes	1999	79
363eeb93-4457-4d26-957a-2042a5b4376b	Nguyen, Jones and Krueger	Willie Taylor	sharrison@example.net	(295)473-8516x7928	Bouvet Island (Bouvetoya)	C	yes	2007	44
e789955f-9650-4e04-9441-c77b1045b4df	Mcintyre, Harris and Grant	Paula Dawson	tina32@example.org	001-678-356-7183x8593	Botswana	C	Yes	2017	68
f756d2f9-62ea-4fe8-bc22-f4a77c326aad	Chen, Rodriguez and Hunter	Robin Medina	plucas@example.net	3848720656	Saint Vincent and the Grenadines	D	No	2011	12
4ef2061f-d005-4f13-a5b2-6827cfa23a45	Hardy Group	Kimberly Melton	brian26@example.com	(281)656-3546	Fiji	D	Yes	1995	88
7f67cac4-101b-408b-af42-d63741f1d488	Marquez, Banks and Martin	Rebecca Miller DVM	josephdeleon@example.com	(584)943-6672x0490	Mauritania	D	No	2003	22
62b3a1e4-4c72-4892-9f6f-43efed2b5e6b	Reeves Inc	Robin Harper	christina60@example.com	306-283-6125	Lesotho	D	Yes	2009	49
aac1f293-2dc2-4aa5-9e31-43f7a0cfaf1e	Clarke, Bautista and Boyle	Christine Landry	michael88@example.net	900.246.7398x2928	Kenya	C	Y	2015	38
b399dfdd-b788-4d58-ad2a-457b6c79ab34	Miranda-Martinez	Laura Patterson	justinwilliams@example.net	497-477-9548	Libyan Arab Jamahiriya	C	Yes	2016	57
082c5965-316b-4219-bb8a-ac49ea5bb494	Singh, Sullivan and Adkins	Elizabeth Walters	sophiaanderson@example.com	2957734831	Turkmenistan	A	no	2017	34
0b2c29bd-6d14-40f2-8f45-0ce8fefe5775	Robertson-Knight	Christopher Rodriguez	jeffrey14@example.net	222-373-4092	Tokelau	D	Yes	2003	63
87e3715a-f2c0-467d-850c-075fefa50323	Wilson LLC	Stephen Palmer	erinhanna@example.net	697-508-1001x28862	Morocco	A	no	1998	59
9dab35cd-d3ff-4f84-b019-07c6f3b0c229	Edwards-Ryan	John Briggs	ewarren@example.com	+1-792-278-9200x139	Belgium	C	No	2016	17
ec502dae-e381-4cfc-953c-25033017d7db	Campos and Sons	Christopher Conley	lbrown@example.net	(651)622-7607	Lesotho	B	Y	2019	41
3f949129-548b-4853-b02e-c613ea426430	Morgan-Sloan	Kristin Ross MD	felicia79@example.com	423.964.8382	Antigua and Barbuda	C	N	2021	46
b5c1ec55-2c40-4256-90be-f93512ca0ef3	Stone, Perkins and Massey	Heather Lopez	emiller@example.net	+1-872-448-8529x77318	Uruguay	A	N	1992	93
f90f155b-e29d-4641-933a-843685d5d066	Beasley, Reyes and Morales	April Sharp	krystal16@example.net	488.244.1691x5095	Saint Helena	B	Y	1997	92
d811d6c9-a21c-42b9-8247-22d564541485	Ramos-Park	April Howard	thompsonstephanie@example.com	(785)932-7445x48233	Kenya	A	Y	2006	43
1ef6876a-cdb0-4d02-8603-d338e3a8c0c4	Harper, Stone and Webster	George Torres	greencindy@example.org	788-248-5599	Germany	A	No	2019	90
df35ce96-2817-42ca-9cd3-e855e190cd21	Day-Bell	Peter Martinez	holly78@example.org	+1-523-296-5253x62867	Congo	B	no	2000	41
8b6e8220-54ac-4ca3-b002-de31e3076d98	May, Garcia and Reese	Christine Dickerson	william53@example.org	(824)243-8043	Cocos (Keeling) Islands	D	no	1998	58
cfdcc55b-356c-40c2-8890-2bef4f61eba0	Leon, Pearson and Berry	Randy Rhodes	christinahernandez@example.com	001-677-435-5650x1938	Gibraltar	A	No	2006	76
bf42de24-b5f9-4f32-a478-4c055041580f	Holmes-Newman	Stephanie Warner	rprice@example.com	6786136993	India	A	No	2019	5
a9c91856-0f5a-46c7-8511-46c793f8e3e7	Robinson, Pratt and Pruitt	Kristen Walters	fhall@example.org	555.220.6207x732	Netherlands Antilles	B	N	1999	92
78739d9a-5dba-4ed0-b23b-15cc736b7007	Lopez, Rogers and Ayala	Jenna Garcia	traceyjenkins@example.org	931-391-8684	Sudan	C	yes	2016	66
4b204701-2c84-46bd-a9b0-7e6a0a31ffe8	Rich, Navarro and Murphy	Nicholas Harris	tracycombs@example.org	001-502-901-3361x694	Malta	D	yes	2001	98
e7a97e76-84b7-4cc9-be41-9f13d830e432	Wade, Baker and Copeland	Dana Ramirez	elizabeth16@example.org	7384718186	Liberia	B	no	2009	48
2b655631-7ea0-40d5-b442-1b72cee20d19	Mann Inc	Sandra Hardin	gregorynunez@example.com	001-767-733-6320	Uzbekistan	C	N	2020	61
5fc5ec9a-5e04-4fae-814b-3b2af6b66f74	Daniel-Thomas	Eddie Drake	garciadavid@example.org	696-760-3827	Montserrat	C	N	2014	56
255e1f02-69d3-4559-9081-c3d5e1421ad3	Tran-Friedman	Steven Nichols	mnovak@example.org	(277)336-8452x785	Sri Lanka	D	No	1994	22
52c60cf4-0a9a-4aa0-ba64-4561c455eaec	Pugh Ltd	Jeffrey Scott	krichards@example.net	+1-503-406-9495	Palau	D	N	2017	46
2301975f-18de-49e2-a130-293563e7b9f5	Owens, Ramirez and Brown	David Carter	teresa58@example.com	001-230-602-8997	Norway	C	no	2001	81
2cb429cd-957a-4aab-bc20-d3abd65febec	Mccarthy PLC	Heather King	beardangela@example.net	(240)547-3964x9889	Antigua and Barbuda	A	yes	2016	12
34780015-5d8d-41a8-b156-92af96e26201	Adams-Morales	Katherine Mullins	pollardwilliam@example.com	+1-638-975-3494x48398	Saudi Arabia	C	yes	1996	71
0b19c205-9b61-48d4-ab0e-066cf642c0c5	Nichols, Hernandez and Booker	Adam Watson	sheppardgarrett@example.org	761.778.7964x7151	Netherlands	B	yes	1997	39
39ee1434-9d5d-41a6-ae24-491251cec83a	Hardin, Kramer and Matthews	Renee Gordon	jpatel@example.com	+1-485-930-1691x2767	Burkina Faso	D	Yes	2000	69
d59aea98-dce9-49ef-abf0-c246fabb63ae	Garrison-Willis	Albert Robertson	zsmith@example.net	001-422-385-7398x13416	Bouvet Island (Bouvetoya)	A	No	2004	48
522f86eb-4afe-4be3-ad65-71e6e88dabc7	Herrera-Brown	Mrs. Sara Thompson	gmcdonald@example.com	3049016440	Guernsey	C	no	2022	98
be4eea6d-d1da-4190-9976-38ca7b8db3a8	Brown-Smith	Colin Taylor	fwood@example.net	520.973.7493	Vietnam	A	no	1991	78
6899bf8d-9743-408e-9ae7-6e95dfcb0f99	Carter and Sons	Michael Robinson	lfrost@example.com	(504)273-9604x1873	San Marino	B	Yes	1993	46
fac7a51b-a601-4b57-acde-8a9e116a06dd	Rogers-Jackson	Jeremiah Moran	hwilliams@example.net	563.603.0242x65270	Belgium	B	No	1995	46
25f68a5d-8d1f-47d8-8a3a-2d121df1962b	Williams Inc	Jessica Lopez	ccook@example.net	855.500.9847	Dominica	D	No	2002	44
c9d85f87-a3ce-4549-9568-a2225f08ad5c	Brock, Brown and Singleton	John Montoya DVM	coopermichelle@example.net	7299612115	Bahamas	D	N	1996	21
283e9d1f-3573-4c44-a264-ca6e8c3e5fe1	Graham-Lopez	Brian Brown	tabithastafford@example.com	722-393-8105x5366	Uruguay	B	N	2015	40
c0bcb6da-3f69-446b-a7e5-cae241bad7d0	Gonzales, Marquez and Cook	Joe Brooks	mooresamantha@example.org	733.573.5363x937	Tokelau	B	Y	2004	68
90ac604c-a4ac-46c8-b82d-d8927cbf3774	Cochran and Sons	Timothy Moore	zstewart@example.com	464.676.3364	Cameroon	C	yes	2011	91
f1020415-2f46-4bdc-a245-5a6982d0b9a0	Moore, Cox and Moore	Steven Miranda	coreyperkins@example.com	(251)945-4454	China	D	No	2014	33
0e1964b7-adf5-4456-ad31-66b7789dfe3b	Hayes Inc	Denise Wiley	torresbrandon@example.com	812-759-3291x3301	Congo	B	N	2016	76
58dcf5b8-96bd-447b-a6b6-0c46e388c8f1	Roberson and Sons	Kathryn Dorsey	turnerjustin@example.com	9885569063	Uruguay	A	Yes	1991	33
f8179c25-c220-4294-ab33-b0e2c0b80e33	Knight, Holmes and Brooks	Virginia Sloan	jenkinsgregory@example.org	683-510-1599x124	Palau	B	No	1993	69
2cd30acc-e738-4b70-9202-69d2eaee91ad	Mendez, Yoder and Lyons	Michael Davis	hansentyler@example.com	001-455-567-4811x70198	United Kingdom	B	no	1994	28
7883e803-f2fc-472e-a5ae-b5547943a4e1	Johnson, Stephens and Davis	Tiffany Goodman	andrew33@example.org	(765)250-6105	Anguilla	A	Yes	2004	74
56038479-0e05-4994-83d9-d7816e7406a8	Black Group	Jessica Barton	guzmanlisa@example.org	923.822.8331	Bermuda	D	yes	2020	65
3dee0359-2ed3-4b26-afc5-f52d0b0fa0dd	Woods and Sons	Debra Oconnor	hughesrobert@example.org	(598)245-1555	United States Virgin Islands	C	Y	1992	18
2c2e9e81-ea91-4ae3-b099-9dbbd2fb93c1	Moore-Perez	Randy Wood	jim29@example.com	001-539-881-2758x20999	San Marino	D	Yes	2009	41
a2f7d65c-6cfd-4279-a8d4-88582729aa0f	Thompson, Hernandez and Hernandez	Miguel Jackson	keithfowler@example.org	464-726-8621x68493	Burkina Faso	C	Yes	2012	100
e9add317-e175-4df3-a615-08e610bd418a	Hall, Padilla and Luna	Dennis Sims	aaron28@example.com	001-779-654-5709x745	Azerbaijan	C	yes	2019	23
b4dc75dd-d408-4842-882a-8fa88dffe5cb	Huynh Group	Daniel Anderson	bartonjoseph@example.org	932-476-8203x50083	Sweden	B	Yes	2005	59
ddc45759-2bf6-4171-b900-6b04430e225b	Morris-Hill	Darius Leon	lynnkelsey@example.com	617.461.1458	El Salvador	A	N	2001	32
005c82b0-db73-4655-a69f-047d01f46233	Johnson-Ramsey	Mikayla Pearson	lwaller@example.org	(899)243-6731	Iraq	C	Y	2023	95
484a847c-5f40-4c88-aef9-98e36be76a02	Martinez, Herrera and Jones	Damon Gray	samuelwilliams@example.net	(573)472-9947x083	Guadeloupe	C	No	2016	96
45ae0b42-386f-47b6-853f-97f1d682a580	Ellison, Robinson and Thompson	Ryan Griffin	william61@example.net	4827822722	Heard Island and McDonald Islands	C	yes	2005	90
7f458aad-5a51-4f35-93cb-8c3370309968	Anderson, White and Perry	Steven Phillips	tgriffith@example.org	001-669-296-8613x126	India	B	Y	1992	45
36845c52-b090-46b0-9acf-ec8ab6ecba1a	Joseph-Johnson	Kurt Davis Jr.	brandonmurillo@example.org	001-936-608-7614x13111	Turkmenistan	D	no	2008	52
9eeb8d0c-ffb6-46ce-a74c-cf61178255c3	Cannon, Harris and Cline	Juan Stewart	pagejulie@example.com	668.607.2835	Netherlands	A	Y	2019	72
6384c7d6-0a8e-4907-ace5-30ac40472b5a	West-Bonilla	Christian Wright	monica06@example.com	001-804-298-3625x36549	British Indian Ocean Territory (Chagos Archipelago)	A	No	2015	25
449af0de-3148-49cf-9352-266dbfd0d0d9	Rose and Sons	Shannon Sherman	afritz@example.org	+1-721-331-8907x3377	Saint Pierre and Miquelon	D	No	2018	10
c257ab0a-47c6-4de7-9a30-4c9a373f10fb	Peterson-Gutierrez	Amy Nelson	johnfields@example.com	999.972.4820x9934	Samoa	A	yes	1995	81
