employee_id,full_name,email,phone,hire_date,role,shift,salary,is_active,supervisor
9fe54ff5-4660-4e3b-a8bb-a6cacbf0093b,Tara Kim,barry09@example.org,334-470-4898x0773,2022-11-02,Inventory Analyst,Evening,89865.24,true,Kristen Stevenson
f7b12f64-000f-4d09-a955-4f3e3f615bb4,Matthew Wilson,melissa96@example.org,(711)693-7610x088,2021-01-18,Data Entry,Morning,43114.44,1,Maria Price DDS
1c202f8d-81cd-4cdf-8eaa-a129da31f57a,Samantha Baird,amanda14@example.org,891.923.8384,2016-04-28,Data Entry,Evening,45843.21,False,Abigail Powell
a06100b9-ade2-42d5-ac36-3777a13ac829,Jared Walker,laurenmoore@example.net,478.866.5967x8980,2019-07-30,Support Staff,Evening,69633.14,false,Erica Stanley
140b4a73-1fb5-4883-82ab-5fe7b7ecfaf4,Antonio Martin,landryjeffery@example.com,+1-524-427-3228x1884,2022-09-14,Inventory Analyst,Evening,88621.79,false,Ronald Jones
691f8943-dcab-44ba-8623-27ea9708ed47,Stephen Martin,qholloway@example.org,+1-811-325-8205x3978,2025-03-24,Data Entry,Evening,106572.0,true,Frank Case
106824ec-de75-48c5-807c-d840cd32bd4f,Nicole Vasquez,jenniferparker@example.org,(434)495-7219x70939,2022-05-24,Support Staff,Night,60671.33,false,Carl Cummings
1620af26-e94e-46e4-86a9-4a8e5d69aa59,Adrienne Hale,peckryan@example.org,+1-252-443-6980,2021-07-21,Data Entry,Evening,49018.57,False,Julie Cooley
80329be1-7b45-4812-abc5-b69e3fabab73,Alice Price,cward@example.net,001-350-407-0069x81934,2023-11-08,Warehouse Manager,Night,42721.81,true,Mark Anderson
db25b37c-6e2a-48e7-b398-95e2df7dca28,David Smith,tsims@example.org,640.340.1740x0895,2020-11-21,Delivery Driver,Night,115410.72,True,Megan Lee
5ae3880c-35c3-4a19-8a95-64b3581c7fe9,Donald Crawford,bankssarah@example.net,222-811-9077,2020-09-20,Inventory Analyst,Night,54133.94,true,Jennifer Nelson
c7e9d2d2-9b2e-466c-a060-43b1326ad937,Ashley Ware,hcombs@example.org,(320)743-9638x276,2020-08-23,Data Entry,Evening,64297.36,0,Kristen Lang
43ba65aa-4495-46a8-adbe-68ac37b9fb1e,Rachel Rodriguez,glopez@example.org,(523)724-4665,2021-07-13,Warehouse Manager,Morning,103443.77,1,Melissa Reeves
dfd48f02-edd1-4a39-bfbf-046dd1b4acac,Brian Miller MD,jeffrey04@example.org,+1-856-729-2854x875,2022-08-04,Warehouse Manager,Night,56180.11,True,James Yang
c5564d07-f987-489d-b40e-2d601d02c573,Cassandra Rice,uburke@example.com,935.745.4962x325,2023-06-17,Inventory Analyst,Night,90926.11,True,John Fernandez
52d74b29-4a74-43b2-b315-9a2cef44d333,Brian Jones,brooksamanda@example.org,(943)663-4918,2016-07-26,Data Entry,Night,116012.87,0,Adam Adams
908d338a-c292-4b5e-8181-d6b6a7ab13f0,Amanda Burke,caitlin97@example.com,(741)757-0752x03566,2020-07-15,Inventory Analyst,Night,76297.45,True,Ross Marshall
c07933d2-9ca3-466a-a47d-8a92ed78cc46,Tammy Burke,cmoore@example.com,(685)764-7804,2017-02-14,Warehouse Manager,Evening,83888.97,0,Patricia Thomas
17f1ec26-bb3b-4bc4-a8d8-175e3fa2dcf2,Kathryn Villegas,bjohnson@example.com,930.429.8890x23671,2016-06-12,Support Staff,Night,71971.75,True,Lisa Stevens
883d0ec7-e004-4f35-be5a-c15fc0c225df,Stacey Garcia,john93@example.net,001-867-331-9779x950,2021-11-18,Support Staff,Night,108294.54,1,Lisa Green
a6c18847-4067-4460-9825-f2fa56dacd74,Sarah Wilson,aaron58@example.com,+1-489-632-1388x658,2023-11-19,Delivery Driver,Evening,93481.58,True,Heather Nelson
6cecec88-cdb8-46fe-9af6-9c29ca9403d8,Jill Haynes,malikcook@example.net,+1-809-545-6661x821,2024-01-28,Warehouse Manager,Evening,96707.2,0,Christopher Patel
e32265c8-ce7f-4364-b6bb-f3687d2f4bb2,Patrick Perry,lturner@example.net,+1-547-766-8126x53032,2021-12-26,Delivery Driver,Morning,71259.3,False,Jody Stanton PhD
5ffcda08-5a72-4cc7-99ff-d04b154d8129,Mitchell Smith,katherinejones@example.com,001-521-734-0622x07245,2024-12-05,Data Entry,Morning,92103.54,true,Christine Hayes
5b340f08-c552-441c-a796-2e54288b1397,Corey Torres,owhite@example.com,814.947.2407,2024-03-19,Inventory Analyst,Evening,87478.96,False,Dawn Guzman
ef4ae70f-769f-487f-a6e4-a44d60dbc9ec,Justin Gomez,bishopalexander@example.net,(773)910-9106x5278,2015-10-17,Data Entry,Night,103189.66,0,Amanda Lee
4d7244b6-bfbb-459e-b188-525c27e2a9db,Leslie Campbell,nicholasmyers@example.com,675.755.5912x9300,2017-02-02,Delivery Driver,Night,46936.21,False,Mr. William Ramsey
715acacf-003f-4fbc-bcdf-b1bee221160c,Thomas Chang,prussell@example.com,937-958-5287x9588,2024-08-16,Support Staff,Evening,41088.02,True,Karen Chapman
bd8eea15-3b3d-40c0-a183-53bff5e70f39,Brian Arnold,andrewavila@example.net,+1-644-260-4413,2022-04-22,Data Entry,Evening,95372.81,0,Joshua Park
a8a31c5a-b911-42bc-90b9-e0dfd6a1b371,David Harper,bethanyperry@example.com,375.777.4567x426,2016-08-01,Warehouse Manager,Morning,107687.52,false,Hannah Lewis
faf13f21-0409-4f42-8b73-8caa4d2e2b5a,Andrew Molina,tiffany63@example.org,(267)710-5700x606,2019-07-10,Support Staff,Night,81110.19,1,Taylor Little
49027ba5-07b5-48a9-bc20-01398d025800,Timothy Peck,landerson@example.org,(894)342-3631,2024-07-14,Delivery Driver,Morning,79601.36,True,Emily Parker
3dc30bbd-9a0e-4e75-b97a-bf5fcbd6ce20,John Martin,joshua14@example.org,(237)390-2287,2022-10-27,Support Staff,Morning,41527.72,true,Derrick Camacho
22796dae-aad5-4efe-809e-e21b46d1b85a,Jonathan Warner,jeffery50@example.org,001-797-613-9007x6178,2018-05-30,Delivery Driver,Evening,54199.13,1,Heidi Brooks
56148b17-7937-42ee-acd4-e392a1490323,Margaret Anderson,wrobbins@example.com,326.288.5562,2021-05-24,Warehouse Manager,Night,96025.38,false,Jennifer Garcia
d78923ab-f9e1-42f2-8afe-751fd1acc174,Katrina Hall,bwright@example.com,547.945.5873x14353,2022-06-12,Support Staff,Morning,72184.45,true,Stephanie Williams
20ed69db-396a-4a5f-8de9-ff4f74d79059,David Finley,kaitlynramirez@example.net,001-313-274-7085x2829,2019-02-10,Data Entry,Night,117588.94,True,Andrew Cooper
32573e17-e24f-4387-a615-7f26f6d4f373,Elizabeth Brooks,ypadilla@example.com,2419233010,2017-09-13,Inventory Analyst,Morning,89073.78,True,Joseph Brewer
788c0c97-3ee8-435a-a72f-652004b24e70,Allison Hansen,saranorman@example.com,+1-910-798-9044,2019-02-26,Data Entry,Night,90795.58,true,Adrian Michael
2efb33cb-3c91-4c35-a509-10bc5ac5d805,Dawn Fletcher,herringheather@example.org,(250)705-3074x5089,2021-01-05,Delivery Driver,Evening,73950.46,False,Autumn Dunn DDS
91b8f9d4-e167-48f2-9d09-9d43b6f3ead2,Richard Matthews,jacksondiane@example.com,9365924629,2016-07-25,Inventory Analyst,Night,67315.13,0,Caitlin Young
c0651e75-05b1-4622-9e6f-780f1eaf2fab,Steven Walton,simpsonsara@example.com,+1-870-419-3023x00935,2021-02-11,Inventory Analyst,Night,69707.63,True,Timothy Elliott
d5b85123-93f5-4069-a17b-e3f3b943a7d6,Matthew Mitchell,vmartinez@example.net,+1-794-494-5897x84558,2020-04-09,Warehouse Manager,Evening,96598.07,false,Kyle Camacho
9d76bb5a-4729-4a49-bc43-ce3ec46cdd17,Benjamin Rodriguez,gregory89@example.com,001-233-595-0189,2023-06-04,Data Entry,Evening,110427.85,false,Hayley House
39c5ba23-f418-40cd-98c2-a011e9876702,Robert Arnold,emily94@example.org,(925)414-8008x5297,2021-02-11,Warehouse Manager,Morning,65181.47,true,Jonathon Flores
55e84598-58df-4dfc-8726-1f09a0899e72,Kelly Tran,michaeldickerson@example.net,5565193822,2020-07-05,Data Entry,Morning,44602.11,false,Kathy Herring
3659b795-847a-4db1-88db-9bc81d3edb37,Richard Howard,allenzachary@example.net,773-933-1062x52207,2024-05-24,Delivery Driver,Morning,101122.08,False,Johnathan Sanchez
4dea5bc7-f867-4de0-b8ca-e43a3726e643,Brian Valenzuela,williamsdavid@example.com,(455)551-1188x11945,2020-05-05,Support Staff,Morning,59714.57,false,Lindsey Martin
5bb79f12-ca28-4159-9ba7-52f6b1c04f1f,William Smith,craigbailey@example.org,(912)218-4675x309,2018-10-26,Warehouse Manager,Morning,63990.17,false,Joseph Mullen
6065537e-1654-42f6-a027-109e633825a4,Nancy Harvey,jacob50@example.com,+1-491-949-9428x43041,2021-12-27,Warehouse Manager,Evening,52097.92,true,Mark Scott
76fb9595-39f7-40c5-adc4-eba602547760,William Watts,fshepard@example.com,849-841-3024x128,2022-03-11,Data Entry,Morning,80556.7,True,Joshua Mann
80c6a01f-9d3c-4451-ac5f-9393cdb842a1,Cynthia Jackson,wintersjames@example.com,+1-530-908-8574x17308,2020-07-21,Delivery Driver,Night,51232.34,false,Carrie Dean
7495e562-338c-4221-997a-bb1c346fa51b,Dustin Brown,mary90@example.org,+1-904-440-3245,2016-11-09,Data Entry,Evening,54090.66,0,Michael Larson
f70b4039-a61d-4a98-a0c8-0d26a1bfcfac,Mark Ramos,klamb@example.com,001-680-610-7667x6207,2024-04-01,Warehouse Manager,Evening,66875.29,0,Kenneth Wilson
340e5f17-f3bf-40a2-8f96-13d09978c4a0,Gina Howard,oconnorkyle@example.com,364.779.5034x22243,2023-12-16,Inventory Analyst,Night,101690.31,True,Kayla Powell
6bb8c842-5568-44d8-bf71-5f237409a849,Jason Brown,baileycassandra@example.com,+1-667-226-6175x388,2019-01-11,Delivery Driver,Morning,97318.3,0,Laura Collins
daa12aef-0568-48e3-b21f-8bc19d16ab89,John Gonzalez,phillipsrobert@example.com,959.913.4987x216,2022-07-01,Data Entry,Evening,44171.9,1,Tyler Miller
bd485bd3-c5a3-46b1-8e2a-b9ffec38b6bf,Gail Roberts,brookskathryn@example.com,803.653.7561x9964,2016-04-24,Warehouse Manager,Night,101945.27,true,Kenneth Ortiz
67a74209-e407-4602-a7e5-290942adaae5,Harold Kent,smithchristian@example.com,905.544.5296x276,2025-01-11,Data Entry,Night,48106.81,False,Brenda Gomez
d998008b-6422-49d9-a26e-72c5cfa6175f,Kelly Hines,chicks@example.org,431.275.6599x731,2025-01-05,Inventory Analyst,Evening,72355.98,False,Ronald Smith
255c2720-0c72-4cc3-9b62-d5abecdc4b31,William Lane,josephsmith@example.org,001-640-946-0819x45393,2018-12-18,Delivery Driver,Night,71965.18,True,Erica Hill
9b8d2389-0351-4ca5-b72f-3b6ff8500303,Robert Contreras,chavezpaige@example.org,(591)241-2874,2016-12-23,Support Staff,Morning,55749.88,1,Katherine Stevens
1e2a7e99-eed3-4ac8-baee-037eb003a6f8,Juan Vaughn,jessicadavis@example.net,+1-359-947-7308x084,2019-03-08,Data Entry,Night,46305.46,false,Sandra Lee
81939748-cbc2-4939-9791-31cef3b0dcc1,Danny Williams,sarahramsey@example.net,001-845-490-6241x207,2020-12-11,Data Entry,Night,74671.77,False,Thomas Hanson
e68b073a-b7f3-46a0-a7b5-638b8cbed934,Justin Aguilar,jmarshall@example.org,001-855-359-8977x401,2016-12-31,Delivery Driver,Night,44905.13,true,Billy Berg
cb07ef64-2608-4197-9f0b-5852ba3f7fc1,Laura Fisher,joyce34@example.org,456-785-4524,2024-02-10,Support Staff,Night,54313.46,1,Antonio Jones
49f56404-0023-46f8-8e0e-15cf761dc3b8,Ronald Russell,salazarlaura@example.org,(507)408-2042,2020-07-30,Data Entry,Night,94619.72,False,Michael Rodgers
21c4fbfe-7825-49ff-928c-99be52bbf5bb,John Ponce,rogersmichael@example.net,(397)634-1542x3369,2016-06-06,Warehouse Manager,Night,64353.41,0,Mathew King
081d8642-7570-47f1-bfba-8eb35f52f3c0,Brandy Smith,sarah67@example.net,693.935.7365x751,2023-01-01,Inventory Analyst,Evening,57831.31,0,Kevin Russell
4af348a9-916b-41c0-93f1-721244c21206,Pamela Bauer,arnoldjenny@example.org,+1-758-653-8895x923,2023-12-19,Support Staff,Morning,80566.95,true,Heidi Brown
c40a6c1b-7111-49db-97e2-47f16e31fcb4,Kaylee Nelson,hollyjones@example.net,946.716.8619,2018-09-04,Warehouse Manager,Evening,111893.92,0,Timothy Johnson
0a8f5aad-7629-4a51-b17e-bb1c692559e7,John Mcclure,emily67@example.net,(303)906-0392,2018-08-06,Warehouse Manager,Night,85401.44,True,Michael Gray
96f89a28-36e3-4ba9-8a31-ff60f8bd5364,Karen Yates,gbennett@example.com,001-424-361-6671,2022-05-07,Inventory Analyst,Evening,77957.37,1,Derrick Peterson
4e637623-98c8-4ce7-b321-3c35ca2f6d59,Jeffrey Martinez,joan46@example.net,(903)843-8503x33026,2024-09-12,Warehouse Manager,Evening,85708.62,False,Johnathan Mcclain
6b5d73ae-5974-4dda-88bc-3da63475889b,Kathryn Sanchez,webbamber@example.com,416-718-7101x4218,2021-04-07,Data Entry,Morning,91443.82,True,Julie Nguyen
60890e08-a0b3-4c12-84ce-437dc8543aff,Stephanie White,ricardoguzman@example.net,+1-573-881-2397,2024-11-14,Delivery Driver,Evening,114564.07,true,Thomas Chapman
7b9ee9be-5031-4bbe-b0eb-dd6c4bf8bc4f,Tiffany Clark,lisa01@example.org,940.840.4089,2017-02-06,Support Staff,Morning,114361.92,False,Michael Davis
d8ebbe44-cb77-43fd-b083-a24c2d89cbf1,Christopher Pham,christopher85@example.org,001-516-741-7045x2306,2021-02-26,Support Staff,Morning,102510.0,true,Peter Lin
55a2dc3b-4d63-49a6-aae7-649c9ba7f635,Tyler Hudson,johnsmith@example.com,605-584-6098x07678,2017-07-02,Inventory Analyst,Night,57039.25,true,Jasmine Bradley
ba071925-3327-4d4a-800b-5e1797f5b74d,Randall Wolfe,tclark@example.org,+1-202-884-1818x52316,2024-10-13,Support Staff,Evening,60918.6,false,Breanna Owen
1a3f353d-6044-42cd-b5a6-f3acc467c80a,Jennifer Ross,pnguyen@example.net,825.688.6046x11291,2023-03-07,Inventory Analyst,Night,62369.87,0,Joshua Bruce
15f84718-e30c-401b-929f-e36be950d25b,Kenneth Pope,iwatson@example.net,779.363.7381x32941,2023-09-23,Support Staff,Night,41018.78,0,Gregory Baker
5952c197-1cd9-4507-84b7-57157ca9b953,Shirley Sampson,christopher36@example.com,6467743442,2015-05-12,Support Staff,Morning,105210.92,True,Stephen Bradford
75ee0135-110a-4e05-a4df-2dfe5bbc9283,George Jones,kevin99@example.com,998-875-6845,2016-10-28,Support Staff,Morning,117441.47,1,Crystal Santana
72eeba90-db7d-4ce5-96f0-ac5ba7f1be33,Angela Simmons,andrewsanchez@example.org,+1-472-670-9901x8826,2019-05-13,Warehouse Manager,Morning,111139.94,False,Omar Jones
1fd28ea5-a34d-444a-bfe5-03648a2fc314,Terry Perez,rtaylor@example.com,+1-478-973-3062x960,2019-05-30,Warehouse Manager,Morning,81894.64,1,Dillon Jackson
a49dbfe4-0bdb-4f04-b609-03dda516a8af,Danielle Rivera,kara18@example.org,(462)365-3335,2018-05-06,Data Entry,Night,50611.55,0,James Guerra
eb02bade-2056-49ec-951c-c4e9316a9779,Nicole Henderson,heatherbrown@example.net,001-355-569-8742x6271,2016-09-12,Data Entry,Evening,54911.21,1,Amber Hawkins
57620c96-ad1f-4000-960a-e0792d98abec,Matthew Cook,charles57@example.org,400-758-0145x80760,2024-09-09,Warehouse Manager,Night,119700.18,false,Wyatt Berger
eff01fef-65cf-4ee2-8610-c03cc06c45d7,Phillip Harris,qgilbert@example.net,001-834-610-4944x243,2021-11-15,Support Staff,Evening,53184.66,false,Katrina Santos
904ad853-e682-4e14-9751-51fa9c206c41,Jamie Wilson,armstrongmichael@example.org,482-649-6656x9379,2022-08-16,Inventory Analyst,Evening,50918.86,False,Sandra Tanner
fe02cc0e-153d-4294-b4e6-cd98e24ceb88,Kristina Irwin,smithjoseph@example.com,001-609-757-6096x8561,2023-06-09,Data Entry,Evening,41824.22,True,Jennifer Williams
febba40c-934a-4551-9aee-9f36f8bda82b,Peter Beasley,wjames@example.com,(287)528-7832x3637,2024-08-17,Support Staff,Evening,108987.09,false,Susan Proctor
bd8630ce-edbf-44f4-b1b6-5840ecb5dc45,Nicole Molina,vallen@example.org,001-358-998-0664,2023-11-27,Delivery Driver,Morning,75750.16,True,Matthew Brown
f2c83ccc-409b-4294-bd42-802147496f62,Stephanie Roberson,sross@example.com,+1-304-343-7764x831,2023-12-14,Delivery Driver,Evening,92981.68,1,Tommy Garrett
af3ab880-a303-4cfa-893b-fd5bf6b97e19,Benjamin Gibson,terry94@example.net,527.609.9820,2025-05-11,Support Staff,Morning,100064.32,true,Brent Hernandez
e58dbcef-11ab-489c-b3ee-9e25d6e6cd43,Dwayne Rogers,dcarter@example.net,001-465-591-9026,2020-07-10,Support Staff,Night,50350.58,False,Julie Morrison
71aa25a0-9a99-48e8-b47c-c1503d2960eb,Jamie Brown,zstewart@example.net,(437)836-5148x3012,2021-10-11,Data Entry,Morning,95122.0,False,Cindy Richardson
00c672dd-4f06-4262-926a-d3a75629a3b6,Lisa Leblanc,shannonlee@example.org,+1-264-340-7336x250,2025-02-12,Warehouse Manager,Morning,67271.96,0,Rachel Hayes
9cd5e84d-4432-471b-af84-9d1dcf74f9db,Edward Sloan,ericamccarty@example.com,(423)437-3463x422,2023-07-18,Inventory Analyst,Evening,114468.24,True,Mrs. Sonia Tran MD
50f2d179-2d29-4e7e-a88f-e92dc1234f96,Jeremy Ramirez,donaldbrady@example.net,663-379-8664,2018-05-24,Delivery Driver,Night,58068.81,1,Peter Richardson
af1d2709-fb77-40bf-8c97-89b6016bce25,Mrs. Monica Brown,kyle61@example.net,001-933-923-6969x608,2024-07-12,Data Entry,Night,74144.98,true,Nathan Proctor
60f4c6a0-fdc0-4a38-94ae-811064e0be72,Timothy Woodard,sherrylam@example.com,385-883-8624,2025-02-11,Data Entry,Night,55794.54,True,Brian Brock
428399f3-8d0b-4bac-9046-441d38b03269,Lauren White,nashcheryl@example.com,001-623-518-1447x70142,2022-04-27,Data Entry,Evening,56939.58,False,James Conrad
d3e63402-c082-4c47-8ee3-1f6c219e27cf,Brian Bradford,hmcdowell@example.net,808.861.9428x2868,2016-04-07,Data Entry,Night,46088.76,False,Daniel Jacobson
a5e0e0c0-0c41-4011-af16-2330eb76df1d,Eric Phillips,jessicacampbell@example.com,001-726-213-7837x40439,2020-09-27,Data Entry,Night,45925.09,1,Eric Williamson
b1f86b4e-8ee2-40f1-a8c1-7a46d664936d,Alan Nelson,vwagner@example.net,(669)775-1155x01826,2019-06-23,Support Staff,Morning,50742.49,False,Justin Fuller
340ffa3a-dc80-46ce-87b6-a1ff8d7696bc,Johnathan Knight,hdavid@example.net,+1-232-646-2100x3524,2020-01-19,Support Staff,Night,69715.36,0,Terry Schultz
7f96b653-c917-4c8d-9b7b-5297de7059f4,Michelle Haas,holdensheila@example.net,916.483.8884,2018-11-11,Inventory Analyst,Morning,113529.17,false,Mary Henry
7364c8d4-f20c-451e-b01f-116710a045b2,Edward Graham,nicholas76@example.net,+1-494-884-6711,2018-09-10,Warehouse Manager,Morning,46469.81,1,Samuel Holland
4a1bc1cc-db4b-437f-9f76-d9dd6fb3bb0f,Felicia Byrd,jwu@example.net,(424)968-0457,2023-03-27,Support Staff,Morning,58668.79,true,Kelly Wyatt
3aa02019-2435-403a-8a4e-ed2b6318505a,Jose Harrington,joan86@example.com,001-364-288-2115x8573,2024-01-30,Warehouse Manager,Evening,83743.53,True,Ashley Neal
